Type,Sentence,Grammatical,Critical String,Region Start,Region End
<S_FX>,I know who Daniel texted last year and argued with Matthew lately,False,Matthew,51,58
<S_XX>,I know that Daniel texted Jennifer last year and argued with Matthew lately,True,Matthew,61,68
<S_FG>,I know who Daniel texted last year and had a fight with today,True,today,56,61
<S_XG>,I know that Daniel texted Jennifer last year and had a fight with today,False,today,66,71
<S_FX>,I know who Daniel texted last year and had a fight with Matthew today,False,Matthew,56,63
<S_XX>,I know that Daniel texted Jennifer last year and had a fight with Matthew today,True,Matthew,66,73
<S_FG>,I know who Daniel texted last year and had a fight with recently,True,recently,56,64
<S_XG>,I know that Daniel texted Jennifer last year and had a fight with recently,False,recently,66,74
<S_FX>,I know who Daniel texted last year and had a fight with Matthew recently,False,Matthew,56,63
<S_XX>,I know that Daniel texted Jennifer last year and had a fight with Matthew recently,True,Matthew,66,73
<S_FG>,I know who Daniel texted last year and had a fight with lately,True,lately,56,62
<S_XG>,I know that Daniel texted Jennifer last year and had a fight with lately,False,lately,66,72
<S_FX>,I know who Daniel texted last year and had a fight with Matthew lately,False,Matthew,56,63
<S_XX>,I know that Daniel texted Jennifer last year and had a fight with Matthew lately,True,Matthew,66,73
<S_FG>,I know who Daniel texted last year and made peace with today,True,today,55,60
<S_XG>,I know that Daniel texted Jennifer last year and made peace with today,False,today,65,70
<S_FX>,I know who Daniel texted last year and made peace with Matthew today,False,Matthew,55,62
<S_XX>,I know that Daniel texted Jennifer last year and made peace with Matthew today,True,Matthew,65,72
<S_FG>,I know who Daniel texted last year and made peace with recently,True,recently,55,63
<S_XG>,I know that Daniel texted Jennifer last year and made peace with recently,False,recently,65,73
<S_FX>,I know who Daniel texted last year and made peace with Matthew recently,False,Matthew,55,62
<S_XX>,I know that Daniel texted Jennifer last year and made peace with Matthew recently,True,Matthew,65,72
<S_FG>,I know who Daniel texted last year and made peace with lately,True,lately,55,61
<S_XG>,I know that Daniel texted Jennifer last year and made peace with lately,False,lately,65,71
<S_FX>,I know who Daniel texted last year and made peace with Matthew lately,False,Matthew,55,62
<S_XX>,I know that Daniel texted Jennifer last year and made peace with Matthew lately,True,Matthew,65,72
<S_FG>,I know who Daniel texted last year and stopped talking to today,True,today,58,63
<S_XG>,I know that Daniel texted Jennifer last year and stopped talking to today,False,today,68,73
<S_FX>,I know who Daniel texted last year and stopped talking to Matthew today,False,Matthew,58,65
<S_XX>,I know that Daniel texted Jennifer last year and stopped talking to Matthew today,True,Matthew,68,75
<S_FG>,I know who Daniel texted last year and stopped talking to recently,True,recently,58,66
<S_XG>,I know that Daniel texted Jennifer last year and stopped talking to recently,False,recently,68,76
<S_FX>,I know who Daniel texted last year and stopped talking to Matthew recently,False,Matthew,58,65
<S_XX>,I know that Daniel texted Jennifer last year and stopped talking to Matthew recently,True,Matthew,68,75
<S_FG>,I know who Daniel texted last year and stopped talking to lately,True,lately,58,64
<S_XG>,I know that Daniel texted Jennifer last year and stopped talking to lately,False,lately,68,74
<S_FX>,I know who Daniel texted last year and stopped talking to Matthew lately,False,Matthew,58,65
<S_XX>,I know that Daniel texted Jennifer last year and stopped talking to Matthew lately,True,Matthew,68,75
<S_FG>,I know who Daniel texted last year and fell in love with today,True,today,57,62
<S_XG>,I know that Daniel texted Jennifer last year and fell in love with today,False,today,67,72
<S_FX>,I know who Daniel texted last year and fell in love with Matthew today,False,Matthew,57,64
<S_XX>,I know that Daniel texted Jennifer last year and fell in love with Matthew today,True,Matthew,67,74
<S_FG>,I know who Daniel texted last year and fell in love with recently,True,recently,57,65
<S_XG>,I know that Daniel texted Jennifer last year and fell in love with recently,False,recently,67,75
<S_FX>,I know who Daniel texted last year and fell in love with Matthew recently,False,Matthew,57,64
<S_XX>,I know that Daniel texted Jennifer last year and fell in love with Matthew recently,True,Matthew,67,74
<S_FG>,I know who Daniel texted last year and fell in love with lately,True,lately,57,63
<S_XG>,I know that Daniel texted Jennifer last year and fell in love with lately,False,lately,67,73
<S_FX>,I know who Daniel texted last year and fell in love with Matthew lately,False,Matthew,57,64
<S_XX>,I know that Daniel texted Jennifer last year and fell in love with Matthew lately,True,Matthew,67,74
<S_FG>,I know who Daniel texted last year and started to like today,True,today,55,60
<S_XG>,I know that Daniel texted Jennifer last year and started to like today,False,today,65,70
<S_FX>,I know who Daniel texted last year and started to like Matthew today,False,Matthew,55,62
<S_XX>,I know that Daniel texted Jennifer last year and started to like Matthew today,True,Matthew,65,72
<S_FG>,I know who Daniel texted last year and started to like recently,True,recently,55,63
<S_XG>,I know that Daniel texted Jennifer last year and started to like recently,False,recently,65,73
<S_FX>,I know who Daniel texted last year and started to like Matthew recently,False,Matthew,55,62
<S_XX>,I know that Daniel texted Jennifer last year and started to like Matthew recently,True,Matthew,65,72
<S_FG>,I know who Daniel texted last year and started to like lately,True,lately,55,61
<S_XG>,I know that Daniel texted Jennifer last year and started to like lately,False,lately,65,71
<S_FX>,I know who Daniel texted last year and started to like Matthew lately,False,Matthew,55,62
<S_XX>,I know that Daniel texted Jennifer last year and started to like Matthew lately,True,Matthew,65,72
<S_FG>,I know who Daniel yelled at last year and argued with today,True,today,54,59
<S_XG>,I know that Daniel yelled at Jennifer last year and argued with today,False,today,64,69
<S_FX>,I know who Daniel yelled at last year and argued with Matthew today,False,Matthew,54,61
<S_XX>,I know that Daniel yelled at Jennifer last year and argued with Matthew today,True,Matthew,64,71
<S_FG>,I know who Daniel yelled at last year and argued with recently,True,recently,54,62
<S_XG>,I know that Daniel yelled at Jennifer last year and argued with recently,False,recently,64,72
<S_FX>,I know who Daniel yelled at last year and argued with Matthew recently,False,Matthew,54,61
<S_XX>,I know that Daniel yelled at Jennifer last year and argued with Matthew recently,True,Matthew,64,71
<S_FG>,I know who Daniel yelled at last year and argued with lately,True,lately,54,60
<S_XG>,I know that Daniel yelled at Jennifer last year and argued with lately,False,lately,64,70
<S_FX>,I know who Daniel yelled at last year and argued with Matthew lately,False,Matthew,54,61
<S_XX>,I know that Daniel yelled at Jennifer last year and argued with Matthew lately,True,Matthew,64,71
<S_FG>,I know who Daniel yelled at last year and had a fight with today,True,today,59,64
<S_XG>,I know that Daniel yelled at Jennifer last year and had a fight with today,False,today,69,74
<S_FX>,I know who Daniel yelled at last year and had a fight with Matthew today,False,Matthew,59,66
<S_XX>,I know that Daniel yelled at Jennifer last year and had a fight with Matthew today,True,Matthew,69,76
<S_FG>,I know who Daniel yelled at last year and had a fight with recently,True,recently,59,67
<S_XG>,I know that Daniel yelled at Jennifer last year and had a fight with recently,False,recently,69,77
<S_FX>,I know who Daniel yelled at last year and had a fight with Matthew recently,False,Matthew,59,66
<S_XX>,I know that Daniel yelled at Jennifer last year and had a fight with Matthew recently,True,Matthew,69,76
<S_FG>,I know who Daniel yelled at last year and had a fight with lately,True,lately,59,65
<S_XG>,I know that Daniel yelled at Jennifer last year and had a fight with lately,False,lately,69,75
<S_FX>,I know who Daniel yelled at last year and had a fight with Matthew lately,False,Matthew,59,66
<S_XX>,I know that Daniel yelled at Jennifer last year and had a fight with Matthew lately,True,Matthew,69,76
<S_FG>,I know who Daniel yelled at last year and made peace with today,True,today,58,63
<S_XG>,I know that Daniel yelled at Jennifer last year and made peace with today,False,today,68,73
<S_FX>,I know who Daniel yelled at last year and made peace with Matthew today,False,Matthew,58,65
<S_XX>,I know that Daniel yelled at Jennifer last year and made peace with Matthew today,True,Matthew,68,75
<S_FG>,I know who Daniel yelled at last year and made peace with recently,True,recently,58,66
<S_XG>,I know that Daniel yelled at Jennifer last year and made peace with recently,False,recently,68,76
<S_FX>,I know who Daniel yelled at last year and made peace with Matthew recently,False,Matthew,58,65
<S_XX>,I know that Daniel yelled at Jennifer last year and made peace with Matthew recently,True,Matthew,68,75
<S_FG>,I know who Daniel yelled at last year and made peace with lately,True,lately,58,64
<S_XG>,I know that Daniel yelled at Jennifer last year and made peace with lately,False,lately,68,74
<S_FX>,I know who Daniel yelled at last year and made peace with Matthew lately,False,Matthew,58,65
<S_XX>,I know that Daniel yelled at Jennifer last year and made peace with Matthew lately,True,Matthew,68,75
<S_FG>,I know who Daniel yelled at last year and stopped talking to today,True,today,61,66
<S_XG>,I know that Daniel yelled at Jennifer last year and stopped talking to today,False,today,71,76
<S_FX>,I know who Daniel yelled at last year and stopped talking to Matthew today,False,Matthew,61,68
